Country2Code;Year;SP_NumericRating;Fitch_NumericRating;AvgRatingSF;Diff_UP_SF;OLD_Diff_UP_SF_OLD;BudgetBal_NGDP;BudgetBal_NGDP_Var;GGSB_NPGDP;GGSB_NPGDP_Var;GGXWDG_NGDP;GGXWDG_NGDP_Var;GGXWDN_NGDP;GGXWDN_NGDP_Var;NGDP_RPCH;NGDPDPC;NGDPDPC_Var;PCPIPCH;ExtDebtCombinedPercGNI;ExtDebtPercGNI_Var;DefaultLastYear;DefaultLast2Years;DefaultLast5Years;DefaultLast10Years
LB;2001;7;6;6.5;1;1;-20.75;12.194;-18.22;23.366;160.91;10.134;158.99;11.007;3.9;5240.26;-1.702;-0.37;73.39;25.92;0;0;0;1
LB;2002;6;6;6;0;0;-15.97;23.003;-15.6;14.356;160.95;0.021;155.66;-2.098;3.4;5430.42;3.629;1.76;96.45;31.413;0;0;0;1
LB;2003;6;6;6;0;0;-13.78;13.717;-18.22;-16.794;169.03;5.022;166.28;6.825;1.7;5351.76;-1.448;1.27;117.25;21.571;1;1;1;1
LB;2004;6;6;6;0;0;-9.93;27.971;-14.39;21.047;171.18;1.274;165.67;-0.369;5.06;5438.37;1.618;1.67;114.88;-2.026;0;1;1;1
LB;2005;6;6;6;0;0;-8.66;12.783;-14.08;2.113;180.7;5.559;172.41;4.068;2.7;5339.09;-1.826;-0.72;110.58;-3.742;0;0;1;1
LB;2006;6;6;6;0;0;-10.68;-23.377;-18.2;-29.229;185.19;2.484;180.2;4.52;1.6;5342.64;0.066;5.57;114.28;3.346;0;0;1;1
LB;2007;7;6;6.5;1;1;-11.04;-3.351;-18.71;-2.803;171.02;-7.649;165.18;-8.333;9.4;5936.77;11.121;4.06;101.28;-11.374;0;0;1;1
LB;2008;6;6;6;0;0;-9.95;9.837;-17.27;7.703;163.09;-4.637;151.17;-8.486;9.1;6887.7;16.018;10.76;83.13;-17.927;0;0;0;1
LB;2009;7;6;6.5;1;1;-8.16;18.053;-16.17;6.365;145.57;-10.746;132.12;-12.599;10.3;8274.29;20.132;1.2;71.05;-14.531;0;0;0;1
LB;2010;7;7;7;0;0;-7.55;7.429;-13.79;14.739;138.39;-4.929;129.02;-2.344;8;8755.85;5.82;3.98;65.57;-7.703;0;0;0;1
LB;2011;7;7;7;0;0;-5.92;21.56;-13.29;3.598;133.89;-3.254;128.28;-0.58;0.9;9143.86;4.431;4.97;61.62;-6.028;0;0;0;1
LB;2012;7;7;7;0;0;-8.42;-42.141;-18.24;-37.241;130.8;-2.304;123.49;-3.735;2.8;9966.39;8.995;6.58;66.95;8.651;0;0;0;1
LY;2011;10;7;8.5;1;3;-15.9;-237.476;;0;10.87;575.871;-170.45;-96.255;-62.08;5858.51;-52.668;15.9;0;0;0;0;0;0
LY;2012;10;7;8.5;1;3;27.81;274.942;;0;2.31;-78.736;-83.65;50.927;104.48;13035.78;122.51;6.07;0;0;0;0;0;0
LY;2013;10;7;8.5;1;3;-4.01;-114.435;;0;3.27;41.324;-92.12;-10.128;-13.55;10539.74;-19.148;2.59;0;0;0;0;0;0
LY;2014;10;7;8.5;1;3;-40.31;-904.31;;0;36.39;1014.054;-99.86;-8.401;-24.03;7096.5;-32.669;2.8;0;0;0;0;0;0
LY;2015;10;7;8.5;1;3;-54.4;-34.934;;0;65.41;79.777;-62.07;37.843;-6.38;6058.67;-14.625;8;0;0;0;0;0;0
LK;2008;9;8;8.5;1;1;-7.02;-2.109;;0;81.37;-4.267;;0;5.95;2027.4;24.826;22.39;41.19;-7.192;1;1;1;1
LK;2009;9;8;8.5;1;1;-9.85;-40.328;;0;86.06;5.769;;0;3.54;2076.81;2.437;3.47;47.06;14.238;1;1;1;1
LK;2010;8;8;8;0;0;-7.96;19.216;;0;81.91;-4.828;;0;8.02;2428.87;16.952;6.22;38.79;-17.579;1;1;1;1
MX;1995;10;10;10;0;0;-4.07;-562.052;0;0;0;0;0;0;-5.76;3641.06;-36.017;35.06;49.91;85.822;0;0;1;1
MX;1996;10;10;10;0;0;-5.16;-26.814;0;0;46.26;0;0;0;5.88;4131.78;13.478;34.35;40.77;-18.313;0;0;0;1
MX;1997;10;10;10;0;0;-5.54;-7.468;-5.34;0;42.61;-7.884;0;0;6.96;4907.36;18.771;20.6;31.59;-22.514;0;0;0;1
MX;1998;10;10;10;0;0;-5.63;-1.625;-6.27;-17.36;44.09;3.48;37.71;0;4.7;5038.82;2.679;15.92;32.58;3.143;0;0;0;1
MX;1999;10;10;10;0;0;-5.49;2.416;-5.95;4.994;46.32;5.044;38.78;2.824;2.67;5722.04;13.559;16.57;29.51;-9.446;0;0;0;1
MX;2000;11;11;11;0;0;-3.01;45.304;-3.58;39.856;41.85;-9.646;35.4;-8.701;5.3;6649.74;16.213;9.49;22.77;-22.822;0;0;0;1
MX;2001;11;11;11;0;0;-3.07;-2.063;-3.09;13.6;41.11;-1.766;35.59;0.528;-0.61;6952.17;4.548;6.37;23.34;2.494;0;0;0;0
ML;2004;7;6;6.5;1;1;-2.36;0;;0;39.44;0;33.37;0;1.56;471.07;0;-3.11;62.5;0;1;1;1;1
ML;2005;7;6;6.5;1;1;-2.77;-17.161;;0;48.9;23.975;44.17;32.355;6.54;523.89;11.213;6.41;53.39;-14.589;1;1;1;1
ML;2006;7;6;6.5;1;1;27.78;1104.81;;0;17.23;-64.761;12.31;-72.138;4.66;560.32;6.954;1.52;24.15;-54.77;1;1;1;1
ML;2007;7;6;6.5;1;1;-2.79;-110.024;;0;17.55;1.84;12.17;-1.081;3.49;641.02;14.403;1.46;23.35;-3.305;1;1;1;1
ML;2008;7;6;6.5;1;1;-1.99;28.689;;0;21.76;23.991;16.06;31.912;4.77;745.66;16.323;9.12;21.57;-7.602;1;1;1;1
ML;2009;7;6;6.5;1;1;-3.72;-87.362;;0;21.02;-3.387;11.48;-28.52;4.68;752.8;0.958;2.22;22.23;3.036;1;1;1;1
ML;2010;7;6;6.5;1;1;-2.57;31.013;;0;25.37;20.694;17.02;48.262;5.41;764.96;1.615;1.29;23.94;7.684;1;1;1;1
ML;2011;7;6;6.5;1;1;-3.42;-33.113;;0;25.08;-1.131;18.26;7.292;3.24;901.04;17.789;3.05;23.35;-2.469;1;1;1;1
ML;2012;7;6;6.5;1;1;-0.96;72.022;;0;24.95;-0.522;20.77;13.746;-0.84;838.16;-6.978;5.32;25.6;9.664;1;1;1;1
ML;2013;7;6;6.5;1;1;-2.37;-148.013;;0;25.71;3.014;19.84;-4.482;2.3;865.91;3.312;-0.6;26.77;4.574;1;1;1;1
ML;2014;7;6;6.5;1;1;-2.87;-21.088;;0;30.76;19.646;23.44;18.156;7.51;914.88;5.655;0.89;24.4;-8.879;1;1;1;1
ML;2015;7;6;6.5;1;1;-2.08;27.586;;0;36.26;17.906;30.24;29.018;6.13;801.84;-12.355;1.44;0;-100;1;1;1;1
MN;2006;8;8;8;0;0;6.35;206.217;;0;;0;;0;8.16;1583.69;37.731;4.49;44.33;-21.54;1;1;1;1
MN;2007;9;8;8.5;1;1;2.08;-67.265;;0;;0;;0;8.76;2053.61;29.672;8.17;42.1;-5.024;1;1;1;1
MN;2008;9;8;8.5;1;1;-3.14;-250.769;;0;;0;;0;7.82;3039.74;48.019;26.81;40.07;-4.831;1;1;1;1
MN;2009;9;7;8;1;2;-3.99;-27.136;;0;;0;;0;-2.07;2205.59;-27.441;6.27;68.04;69.832;1;1;1;1
MN;2010;9;8;8.5;1;1;0.43;110.685;;0;;0;;0;7.31;2608.31;18.259;10.17;89.94;32.178;1;1;1;1
MN;2011;9;8;8.5;1;1;-4.01;-1042.254;;0;;0;;0;17.29;3736.07;43.237;7.68;100.63;11.886;1;1;1;1
MN;2012;9;8;8.5;1;1;-9.09;-126.482;;0;;0;;0;12.32;4328.97;15.87;15;135.63;34.779;1;1;1;1
MN;2013;9;8;8.5;1;1;-8.89;2.178;;0;;0;;0;11.65;4365.39;0.841;8.59;159.14;17.34;1;1;1;1
MN;2014;8;8;8;0;0;-11.05;-24.255;;0;;0;;0;7.89;4168.92;-4.501;12.91;185.41;16.505;1;1;1;1
MN;2015;7;7;7;0;0;-8.28;25.113;;0;;0;;0;2.3;3951.91;-5.205;5.89;202.28;9.097;0;1;1;1
MZ;2004;7;7;7;0;0;-3.73;0;;0;59.71;0;;0;7.81;330.2;0;12.63;69.22;0;1;1;1;1
MZ;2005;7;7;7;0;0;-2.4;35.48;;0;70.16;17.506;;0;8.72;361.49;9.477;6.43;59.65;-13.835;1;1;1;1
MZ;2006;7;7;7;0;0;-3.53;-46.922;;0;46.61;-33.563;;0;9.85;382;5.673;13.25;36.37;-39.03;1;1;1;1
MZ;2007;8;7;7.5;1;1;-2.53;28.398;;0;35.99;-22.786;;0;8.28;423.37;10.829;8.16;34.73;-4.499;1;1;1;1
MZ;2008;8;7;7.5;1;1;-2.13;15.777;;0;36.28;0.814;;0;6.88;502.5;18.692;10.33;32.15;-7.429;1;1;1;1
MZ;2009;8;7;7.5;1;1;-4.89;-129.343;;0;41.77;15.128;;0;6.35;475.42;-5.39;3.26;38.91;21.035;1;1;1;1
MZ;2010;8;7;7.5;1;1;-3.93;19.55;;0;43.21;3.438;;0;6.69;429.95;-9.564;12.7;38.18;-1.881;1;1;1;1
MZ;2011;8;7;7.5;1;1;-4.83;-22.85;;0;37.94;-12.201;;0;7.12;524.89;22.082;10.35;31.63;-17.16;1;1;1;1
MZ;2012;8;7;7.5;1;1;-3.77;21.893;;0;39.94;5.272;;0;7.2;589.82;12.37;2.09;33.66;6.405;1;1;1;1
MZ;2013;8;8;8;0;0;-2.62;30.443;;0;50.95;27.567;;0;7.14;605;2.574;4.21;43.92;30.494;1;1;1;1
MY;1998;12;10;11;1;2;-0.64;-117.18;0.71;-73.218;34.11;13.558;;0;-7.36;3470.47;-29.767;5.29;62.13;24.501;0;0;0;0
NG;2006;9;9;9;0;0;8.9;0;;0;0;0;0;0;8.33;1555.22;0;8.22;6.76;0;1;1;1;1
NG;2007;9;9;9;0;0;-1.1;-112.386;;0;0;0;0;0;9.06;1789.82;15.084;5.41;7.78;15.121;1;1;1;1
NG;2008;9;9;9;0;0;5.85;630.49;;0;0;0;0;0;8.01;2201.77;23.017;11.58;6.75;-13.212;0;1;1;1
NG;2012;9;9;9;0;0;0.24;-34.771;;0;10.4;2.201;8.05;-10.872;4.28;2835.29;8.544;12.23;4.29;-4.243;0;0;0;1
NG;2013;9;9;9;0;0;-2.33;-1061.57;;0;10.48;0.731;9.94;23.503;5.39;3082.49;8.719;8.5;4.42;3.032;0;0;0;1
NG;2014;9;9;9;0;0;-2.08;10.572;;0;10.58;0.964;10;0.563;6.31;3300.03;7.057;8.05;4.89;10.661;1;1;1;1
PA;1998;11;11;11;0;0;-2.64;-233.881;-0.21;-109.207;61.23;-3.415;61.23;-3.415;7.33;3963.41;6.226;0.63;57.95;-1.919;1;1;1;1
PA;1999;11;11;11;0;0;-0.97;63.196;1.99;1054.067;58.08;-5.142;58.08;-5.142;3.88;4070.42;2.7;1.3;60.49;4.376;1;1;1;1
PA;2000;11;11;11;0;0;-0.57;40.947;3.08;54.213;56.43;-2.832;56.43;-2.832;2.73;4046.46;-0.589;1.45;56.3;-6.92;1;1;1;1
PE;1999;10;10;10;0;0;0;0;0;0;0;0;0;0;1.49;1989.19;-10.942;3.47;60.83;6.187;1;1;1;1
PE;2001;9;9;9;0;0;-2.13;-1.817;-1.51;22.359;43.35;-2.336;36.65;-1.603;0.62;2016.36;-0.35;1.98;54.87;-5.595;1;1;1;1
PE;2002;9;9;9;0;0;-1.39;34.664;-1.13;25.297;45.05;3.91;37.78;3.089;5.45;2094.82;3.891;0.19;53.61;-2.304;1;1;1;1
PE;2003;9;9;9;0;0;-1.61;-15.6;-1.26;-11.76;48.95;8.664;38.34;1.485;4.17;2236.93;6.784;2.26;52.99;-1.157;1;1;1;1
PE;2004;10;10;10;0;0;-1.02;36.318;-0.98;22.152;46.33;-5.356;34.65;-9.617;4.96;2488.82;11.261;3.66;50.33;-5.016;1;1;1;1
PE;2005;10;10;10;0;0;-0.43;57.91;-0.72;27.236;39.96;-13.743;31.65;-8.663;6.29;2754.34;10.669;1.62;42.23;-16.104;1;1;1;1
PE;2006;11;11;11;0;0;2.02;568.445;0.2;127.235;34.77;-12.992;23.97;-24.255;7.53;3179.68;15.442;2;36.46;-13.646;1;1;1;1
PE;2007;11;11;11;0;0;3.35;65.874;1.59;715.385;31.87;-8.341;16.74;-30.162;8.52;3621;13.879;1.78;34.34;-5.814;1;1;1;1
PH;1995;10;10;10;0;0;-0.02;96.288;-0.53;24.75;62.72;-4.297;;0;4.68;1200.43;13.005;6.86;51.51;-15.635;1;1;1;1
PH;1996;10;10;10;0;0;0.55;3358.824;-0.54;-2.662;54.73;-12.741;;0;5.85;1276.66;6.35;8.31;51.09;-0.819;0;1;1;1
PH;1997;11;11;11;0;0;0.38;-31.769;-0.94;-74.63;58.68;7.227;;0;5.19;1240.77;-2.811;5.66;58.27;14.052;0;0;1;1
PH;1998;11;11;11;0;0;-1.35;-457.143;-1.56;-65.748;51.06;-12.992;;0;-0.58;960.71;-22.571;9.36;64.9;11.379;0;0;1;1
PH;1999;11;11;11;0;0;-2.36;-74.815;-2.8;-78.823;53.58;4.945;;0;3.08;1080.95;12.515;6.16;61.92;-4.592;1;1;1;1
PH;2000;11;11;11;0;0;-3.38;-43.22;-3.78;-35.349;58.77;9.688;;0;4.41;1055.12;-2.389;6.57;61.55;-0.586;1;1;1;1
PH;2001;11;11;11;0;0;-3.62;-6.982;-3.82;-1.084;58.83;0.097;;0;2.89;970.38;-8.032;5.4;64.82;5.311;1;1;1;1
PH;2002;11;11;11;0;0;-3.84;-6.222;-3.98;-4.132;63.26;7.522;;0;3.65;1014.94;4.592;2.72;62.25;-3.968;1;1;1;1
PH;2003;10;10;10;0;0;-3.62;5.728;-3.82;4.068;68.04;7.557;;0;4.97;1024.77;0.968;2.27;61.07;-1.902;1;1;1;1
PH;2004;10;10;10;0;0;-2.92;19.387;-3.24;15.157;65.8;-3.281;;0;6.7;1093.48;6.705;4.79;54.35;-11;1;1;1;1
PH;2010;10;10;10;0;0;-2.35;12.365;-2.49;-40.315;43.46;-1.987;;0;7.63;2155.41;16.441;3.78;24.56;-2.003;0;1;1;1
PH;2012;11;11;11;0;0;-0.3;24.25;-0.32;-576.596;40.61;-1.939;;0;6.68;2591.36;9.623;3.17;23.18;-6.229;0;0;1;1
PG;1999;8;8;8;0;0;-4.44;0;;0;62.26;0;;0;1.86;686;0;14.93;83.25;0;1;1;1;1
PG;2000;8;8;8;0;0;-1.08;75.744;;0;63.12;1.378;;0;-2.46;682.14;-0.563;15.6;69.78;-16.187;0;1;1;1
PG;2003;7;7;7;0;0;-1.11;72.251;;0;60.26;-14.353;;0;4.39;673.85;19.041;14.71;60.08;-10.9;1;1;1;1
PG;2004;7;7;7;0;0;1.55;239.623;;0;56.42;-6.384;;0;0.57;739.64;9.763;2.16;50.54;-15.874;0;1;1;1
PG;2005;7;7;7;0;0;2.7;74.003;;0;48.05;-14.824;;0;3.92;841.7;13.799;1.78;41.87;-17.15;0;0;1;1
PG;2006;7;7;7;0;0;6.54;141.679;;0;39.64;-17.51;;0;2.29;934.12;10.979;2.37;37.33;-10.861;0;0;1;1
PG;2007;8;7;7.5;1;1;8.95;37.001;;0;33.67;-15.063;;0;7.15;1047.02;12.087;0.91;23.09;-38.145;0;0;1;1
PG;2008;8;8;8;0;0;2.51;-71.942;;0;31.74;-5.721;;0;6.61;1291.13;23.314;10.77;18.1;-21.609;0;0;0;1
PG;2009;8;8;8;0;0;-9.59;-481.688;;0;31.43;-0.999;;0;6.13;1278.68;-0.964;6.91;22.71;25.477;0;0;0;1
PG;2010;8;8;8;0;0;3.1;132.374;;0;25.59;-18.562;;0;7.68;1471.34;15.067;5.1;65.38;187.886;0;0;0;1
PG;2011;8;8;8;0;0;1.69;-45.554;;0;22.96;-10.296;;0;10.67;1871.21;27.177;4.44;102.12;56.203;0;0;0;1
PG;2012;8;8;8;0;0;-3.2;-289.231;;0;26.71;16.344;;0;8.09;2147.54;14.767;4.54;101.93;-0.188;0;0;0;1
PG;2013;8;8;8;0;0;-7.98;-149.437;;0;34.01;27.335;;0;5.53;2098.13;-2.3;4.96;146.3;43.525;0;0;0;0
PG;2014;8;8;8;0;0;-7.18;10.054;;0;35.55;4.537;;0;8.54;2211.29;5.393;5.29;126.58;-13.476;1;1;1;1
PG;2015;8;8;8;0;0;-7.7;-7.331;;0;40.81;14.778;;0;8.97;2084.71;-5.724;6;0;-100;1;1;1;1
PT;2015;11;11;11;0;0;-4.39;38.838;-1.49;-30.149;128.79;-1.06;121.35;1.094;1.47;19121.59;-13.709;0.51;223.7;2.031;0;1;1;1
PY;2013;9;9;9;0;0;-1.42;0;-1.99;0;17.02;0;12.26;0;14.04;4269.9;0;2.68;49.16;0;1;1;1;1
PY;2014;10;9;9.5;1;1;-0.72;49.225;-1.55;21.831;20.24;18.914;14.16;15.427;4.72;4480.54;4.933;5.03;48.02;-2.305;1;1;1;1
PY;2015;10;10;10;0;0;-2.46;-240.915;-2.98;-91.892;23.83;17.709;18.87;33.293;3.01;4009.57;-10.512;2.94;13.75;-71.365;0;1;1;1
RO;1996;9;9;9;0;0;-4.71;0;0;0;0;0;;0;3.95;1575.5;0;38.81;22.93;0;0;0;0;1
RO;1997;9;9;9;0;0;-5.15;-9.473;0;0;0;0;;0;-6.05;1581.75;0.397;154.76;27.13;18.35;0;0;0;0
RO;1999;6;6;6;0;0;-3.56;32.842;0;0;0;0;;0;-1.15;1611.13;-15.088;45.8;25.49;4.592;1;1;1;1
RO;2001;7;7;7;0;0;-3.18;19.98;0;0;27.19;-7.548;;0;5.59;1817.05;8.807;34.45;31.49;3.962;1;1;1;1
RO;2003;10;10;10;0;0;-2.21;14.755;0;0;24.02;-12.058;;0;5.52;2768.12;30.66;15.31;38.86;5.854;1;1;1;1
RO;2008;11;11;11;0;0;-4.74;-52.854;-9.43;-63.785;13.39;5.809;;0;8.46;10160.35;25.055;7.85;49.04;-3.594;1;1;1;1
RO;2009;11;11;11;0;0;-7.13;-50.464;-8.04;14.734;23.35;74.408;;0;-7.07;8220.82;-19.089;5.58;68.95;40.605;1;1;1;1
RO;2010;11;11;11;0;0;-6.3;11.708;-6.14;23.72;30.54;30.782;;0;-0.8;8277.34;0.688;6.11;69.74;1.144;1;1;1;1
RU;2000;6;4;5;1;2;3.12;186.622;2.13;165.378;56.12;-39.524;;0;10.05;1893.46;33.108;20.78;0;0;0;0;0;0
RU;2002;10;9;9.5;1;1;0.68;-77.504;0.48;-79.264;37.79;-15.348;;0;4.8;2538.85;12.727;15.78;0;0;0;0;0;0
RW;2011;7;7;7;0;0;-1.71;0;;0;23.06;0;;0;7.82;628.11;0;5.67;19.15;0;1;1;1;1
RW;2012;7;7;7;0;0;-1.65;3.745;;0;20.14;-12.684;;0;8.79;687.89;9.518;6.29;17.76;-7.253;1;1;1;1
RW;2013;7;7;7;0;0;-2.54;-54.407;;0;26.47;31.436;;0;4.71;700.39;1.816;4.22;22.89;28.867;1;1;1;1
RW;2015;8;8;8;0;0;-2.83;21.07;;0;34.63;19.528;;0;6.94;731.51;1.974;2.51;28.2;8.158;1;1;1;1
SV;2002;11;11;11;0;0;-3.58;0;;0;37.46;0;;0;2.34;2380.48;0;1.87;41.25;0;0;1;1;1
SV;2003;11;11;11;0;0;-4.07;-13.898;;0;39.14;4.498;;0;2.3;2495.31;4.824;2.12;55.4;34.301;0;0;1;1
SV;2004;11;11;11;0;0;-2.74;32.801;;0;39.41;0.672;;0;1.85;2611.29;4.648;4.45;55.86;0.836;0;0;1;1
SV;2005;11;11;11;0;0;-2.97;-8.55;;0;38.55;-2.175;;0;3.56;2816.11;7.844;4.69;56.11;0.451;0;0;1;1
SV;2006;11;11;11;0;0;-2.54;14.642;;0;39.1;1.427;;0;3.91;3041.1;7.989;4.04;56.17;0.109;0;0;0;1
SV;2007;11;11;11;0;0;-1.85;27.208;;0;38.03;-2.732;;0;3.84;3285.11;8.024;4.58;50.15;-10.717;0;0;0;1
SV;2008;11;11;11;0;0;-2.68;-45.016;;0;39.25;3.213;;0;1.27;3484.72;6.076;7.26;50.62;0.921;0;0;0;1
SV;2009;10;10;10;0;0;-5.55;-107.322;;0;48.21;22.829;;0;-3.13;3343.2;-4.061;0.54;51.57;1.885;1;1;1;1
SV;2010;10;10;10;0;0;-4.43;20.198;;0;49.66;3.007;;0;1.37;3443.46;2.999;1.18;52.97;2.711;0;1;1;1
SV;2013;9;9;9;0;0;-3.59;8.858;;0;55.25;0.089;;0;1.85;3849.73;1.846;0.76;57.96;1.926;0;0;1;1
SV;2015;8;8;8;0;0;-3.23;3.789;;0;58.92;3.662;;0;2.4;4040.32;1.982;-0.73;62.65;3.354;0;0;0;1
RS;2005;9;9;9;0;0;1.1;0;0.69;0;54.11;0;49.24;0;5.54;3504.3;0;16.25;62.32;0;1;1;1;1
RS;2006;9;9;9;0;0;-0.98;-189.292;-1.46;-312.828;40.3;-25.526;32.39;-34.219;4.9;4145.03;18.284;10.73;65.86;5.677;1;1;1;1
RS;2007;9;9;9;0;0;-0.89;9.146;-2.03;-39.041;33.44;-17.026;26.97;-16.748;5.89;5486.49;32.363;6;66.41;0.837;1;1;1;1
RS;2008;9;9;9;0;0;-1.89;-111.857;-4.14;-103.842;32.38;-3.167;28.81;6.82;5.37;6688.95;21.917;12.41;63.65;-4.15;1;1;1;1
RS;2009;9;9;9;0;0;-3.64;-92.133;-4.03;2.731;35.95;11.042;30.78;6.867;-3.12;5820.47;-12.984;8.12;80.67;26.73;1;1;1;1
RS;2010;9;9;9;0;0;-3.69;-1.484;-4.3;-6.832;43.68;21.493;38.91;26.385;0.58;5353.56;-8.022;6.14;85.39;5.856;1;1;1;1
RS;2011;10;9;9.5;1;1;-4.14;-12.077;-4.94;-14.837;46.61;6.708;40.98;5.341;1.4;6424.03;19.995;11.14;69.86;-18.192;1;1;1;1
RS;2012;9;9;9;0;0;-6.76;-63.324;-5.88;-19.117;58.32;25.117;52.12;27.177;-1.02;5656.26;-11.951;7.33;87.57;25.35;1;1;1;1
RS;2013;9;9;9;0;0;-5.31;21.479;-5.65;3.995;61.42;5.319;53.12;1.919;2.57;6351.68;12.295;7.69;83.4;-4.762;1;1;1;1
RS;2014;10;8;9;1;2;-6.23;-17.389;-5.59;1.098;72.01;17.241;67.55;27.157;-1.83;6199.12;-2.402;2.08;78.02;-6.447;1;1;1;1
RS;2015;9;8;8.5;1;1;-3.67;41.085;-3.31;40.788;77.43;7.534;73.86;9.349;0.74;5119.76;-17.412;1.39;0;-100;1;1;1;1
TH;1998;12;11;11.5;1;1;-6.29;-274.583;-4.87;-80.921;49.88;23.3;;0;-7.63;1855.12;-25.049;8;96.02;27.54;0;0;0;1
TR;1994;8;7;7.5;1;1;0;0;0;0;0;0;0;0;-5.46;3103.68;0;104.54;51.99;0;0;0;0;1
TR;2003;8;7;7.5;1;1;-10.39;27.809;-8.92;29.932;67.7;-8.516;63.97;-9.359;5.27;4538.11;28.857;25.34;47.95;-15.612;0;0;0;0
TR;2004;9;8;8.5;1;1;-4.31;58.553;-4.27;52.136;59.61;-11.944;55.02;-13.996;9.36;5802.35;27.858;8.6;40.92;-14.656;0;0;0;0
TR;2005;9;9;9;0;0;-0.81;81.151;-1.58;62.966;52.71;-11.578;45.97;-16.44;8.4;7053.95;21.571;8.18;36.04;-11.914;0;0;0;0
TR;2006;9;9;9;0;0;-0.71;12.192;-3.56;-125.364;46.52;-11.736;38.98;-15.214;6.89;7638.03;8.28;9.6;39.93;10.782;0;0;0;0
TR;2007;9;9;9;0;0;-1.99;-178.962;-3.91;-9.767;39.91;-14.223;32.71;-16.081;4.67;9213.85;20.631;8.76;40.33;0.999;0;0;0;0
TR;2008;9;9;9;0;0;-2.72;-36.652;-4.03;-2.992;39.98;0.193;32.54;-0.52;0.66;10283;11.604;10.44;39.99;-0.851;0;0;0;0
UG;2008;8;7;7.5;1;1;-2.46;0;;0;19.3;0;;0;10.43;571.96;0;12.04;16.23;0;1;1;1;1
UG;2009;8;7;7.5;1;1;-2.09;15.047;;0;19.19;-0.523;;0;8.07;564.72;-1.265;13.07;15.59;-3.945;1;1;1;1
UG;2010;8;7;7.5;1;1;-5.67;-171.517;;0;22.94;19.511;;0;7.67;594.46;5.266;3.97;14.99;-3.818;1;1;1;1
UG;2011;8;7;7.5;1;1;-2.66;53.085;;0;23.65;3.078;;0;6.82;601.35;1.16;18.68;16.37;9.206;1;1;1;1
UG;2012;8;7;7.5;1;1;-3;-12.627;;0;24.16;2.178;;0;2.63;678.24;12.785;14.02;16.59;1.35;1;1;1;1
UG;2013;8;7;7.5;1;1;-4.03;-34.468;;0;27.7;14.636;;0;4.04;680.74;0.369;4.78;19.76;19.119;1;1;1;1
UG;2014;7;7;7;0;0;-3.46;14.119;;0;31.21;12.681;;0;4.93;710.58;4.382;4.61;19.48;-1.427;1;1;1;1
UA;2001;7;6;6.5;1;1;-2.92;0;0;0;35.34;0;33.96;0;9.23;814.85;0;11.96;59.4;0;1;1;1;1
UA;2002;7;7;7;0;0;-1.77;39.281;0;0;32.34;-8.478;30.66;-9.701;5.34;919.14;12.799;0.76;56.05;-5.636;1;1;1;1
UA;2004;8;8;8;0;0;-4.25;-393.961;-6.47;-424.331;23.89;-15.598;22.53;-13.699;11.8;1427.28;30.192;9.04;47.89;-7.838;1;1;1;1
UA;2005;9;9;9;0;0;-2.19;48.413;-1.96;69.621;17.09;-28.457;13.4;-40.523;3.07;1909.8;33.807;13.52;39.58;-17.348;0;1;1;1
UA;2006;9;9;9;0;0;-1.32;40.064;-1.88;4.379;14.26;-16.573;11.31;-15.621;7.57;2407.9;26.081;9.08;49.5;25.063;0;0;1;1
UA;2007;9;9;9;0;0;-1.9;-44.106;-3.65;-94.356;11.82;-17.123;9.71;-14.116;8.22;3219.88;33.722;12.84;56.14;13.406;0;0;1;1
UA;2010;8;7;7.5;1;1;-5.77;4.326;-2.66;-24.312;40.63;19.065;38.53;25.101;0.26;2982.81;12.348;9.37;93.06;2.391;0;0;0;1
UA;2011;8;7;7.5;1;1;-2.76;52.166;-3.15;-18.131;36.88;-9.231;34.51;-10.433;5.47;3589.63;20.344;7.96;84.96;-8.704;0;0;0;1
UA;2012;7;7;7;0;0;-4.31;-55.994;-4.49;-42.644;37.54;1.806;35.33;2.385;0.24;3872.53;7.881;0.57;75.71;-10.884;0;0;0;1
UA;2013;6;6;6;0;0;-4.79;-11.098;-4.83;-7.552;40.65;8.284;38.44;8.785;-0.03;4185.48;8.081;-0.26;82.56;9.047;0;0;0;1
UA;2015;6;4;5;1;2;-1.17;73.88;-0.67;77.767;80.18;14.047;77.38;12.506;-9.87;2125.43;-31.329;48.68;132.77;32.326;0;0;0;0
UY;1995;11;11;11;0;0;0;0;0;0;0;0;0;0;-1.45;6661.87;9.747;42.25;0;0;0;0;1;1
UY;1996;11;11;11;0;0;0;0;0;0;0;0;0;0;5.58;7038.55;5.654;28.34;0;0;0;0;1;1
UY;2003;6;6;6;0;0;-2.64;27.995;0.9;209.78;111.55;1.795;71.06;-6.132;2.33;3652.77;-11.349;19.38;83.36;0;0;0;0;0
UY;2004;7;7;7;0;0;-1.81;31.262;1;11.693;93.55;-16.136;61.2;-13.871;4.64;4151.89;13.664;9.16;78.53;-5.79;1;1;1;1
UY;2006;8;8;8;0;0;-0.54;-31.235;2.24;66.915;75.7;-9.798;47.44;-6.466;4.1;5919.56;12.473;6.4;49.03;-19.315;0;0;1;1
UY;2007;9;9;9;0;0;0.01;101.845;1.32;-41.25;67.99;-10.188;37.81;-20.309;6.54;7058.13;19.234;8.12;48.68;-0.72;0;0;1;1
